,UNICODE,CHARACTER,RADICAL
10155,U+75AB,疫,疒 几 又
10156,U+75AC,疬,疒 厂 力
10157,U+75AD,疭,疒 人 人
10158,U+75AE,疮,疒 𠆢 㔾
10159,U+75AF,疯,疒 风
10160,U+75B0,疰,疒 丶 王
10161,U+75B1,疱,疒 勹 巳
10162,U+75B2,疲,疒 皮
10163,U+75B3,疳,疒 甘
10164,U+75B4,疴,疒 &CDP-8974; 口
10165,U+75B5,疵,疒 止 匕
10166,U+75B6,疶,疒 世
10167,U+75B7,疷,疒 氏 丶
10168,U+75B8,疸,疒 日 一
10169,U+75B9,疹,疒 㐱
10170,U+75BA,疺,疒 丿 之
10171,U+75BB,疻,疒 口 &GT-K00059;
10172,U+75BC,疼,疒 夂 &CDP-8971;
10173,U+75BD,疽,疒 且
10174,U+75BE,疾,疒 矢
10175,U+75BF,疿,疒 弗
10176,U+75C0,痀,疒 勹 口
10177,U+75C1,痁,疒 ⺊ 囗
10178,U+75C2,痂,疒 力 口
10179,U+75C3,痃,疒 玄
10180,U+75C4,痄,疒 乍
10181,U+75C5,病,疒 一 内
10182,U+75C6,痆,疒 尸 匕
10183,U+75C7,症,疒 一 止
10184,U+75C8,痈,疒 用
10185,U+75C9,痉,疒 𢀖
10186,U+75CA,痊,疒 𠆢 王
10187,U+75CB,痋,疒 虫
10188,U+75CC,痌,疒 𠔼 口
10189,U+75CD,痍,疒 夷
10190,U+75CE,痎,疒 亠 &GT-00154; 人
10191,U+75CF,痏,疒 𠂇 月
10192,U+75D0,痐,疒 囗 口
10193,U+75D1,痑,疒 夕 夕
10194,U+75D2,痒,疒 羊
10195,U+75D3,痓,疒 &I-GT-03877; 土
10196,U+75D4,痔,疒 土 寸
10197,U+75D5,痕,疒 艮
10198,U+75D6,痖,疒 一 业
10199,U+75D7,痗,疒 𠂉 母
10200,U+75D8,痘,疒 豆
10201,U+75D9,痙,疒 一 巛 工
10202,U+75DA,痚,疒 耂 子
10203,U+75DB,痛,疒 龴 用
10204,U+75DC,痜,疒 禾 几
10205,U+75DD,痝,疒 尤 彡
10206,U+75DE,痞,疒 不 口
10207,U+75DF,痟,疒 ⺌ &CDP-8958;
10208,U+75E0,痠,疒 厶 &GT-K00059; 夂
10209,U+75E1,痡,疒 甫
10210,U+75E2,痢,疒 禾 刂
10211,U+75E3,痣,疒 士 心
10212,U+75E4,痤,疒 土 人 人
10213,U+75E5,痥,疒 丶 丿 口 儿
10214,U+75E6,痦,疒 五 口
10215,U+75E7,痧,疒 氵 小 丿
10216,U+75E8,痨,疒 𫇦 力
10217,U+75E9,痩,疒 叟
10218,U+75EA,痪,疒 ⺈ &CDP-8BC0; 大
10219,U+75EB,痫,疒 门 木
10220,U+75EC,痬,疒 日 勹 &CDP-89A6;
10221,U+75ED,痭,疒 月 月
10222,U+75EE,痮,疒 長
10223,U+75EF,痯,疒 宀 㠯
10224,U+75F0,痰,疒 火 火
10225,U+75F1,痱,疒 非
10226,U+75F2,痲,疒 𣏟
10227,U+75F3,痳,疒 木 木
10228,U+75F4,痴,疒 矢 口
10229,U+75F5,痵,疒 禾 子
10230,U+75F6,痶,疒 &CDP-89E0; &GT-K00059;
10231,U+75F7,痷,疒 大 电
10232,U+75F8,痸,疒 &CDP-89EC; 刂
10233,U+75F9,痹,疒 田 丌
10234,U+75FA,痺,疒 &CDP-89BE; 十
10235,U+75FB,痻,疒 氏 日
10236,U+75FC,痼,疒 囗 十 口
10237,U+75FD,痽,疒 隹
10238,U+75FE,痾,疒 ⻖ &CDP-8974; 口
10239,U+75FF,痿,疒 禾 女
10240,U+7600,瘀,疒 方 𠆢 &CDP-8971;
10241,U+7601,瘁,疒 𠅃 十
10242,U+7602,瘂,疒 亞
10243,U+7603,瘃,疒 豖
10244,U+7604,瘄,疒 龷 日
10245,U+7605,瘅,疒 丶 丿 &CDP-8BD9;
10246,U+7606,瘆,疒 &GT-K01085; 彡
10247,U+7607,瘇,疒 重
10248,U+7608,瘈,疒 㓞 大
10249,U+7609,瘉,疒 &CDP-8AFC; 月 刂
10250,U+760A,瘊,疒 亻 &CDP-8BC7;
10251,U+760B,瘋,疒 風
10252,U+760C,瘌,疒 束 刂
10253,U+760D,瘍,疒 日 一 勹 &CDP-89A6;
10254,U+760E,瘎,疒 &CDP-88C8; 匚 儿
10255,U+760F,瘏,疒 耂 日
10256,U+7610,瘐,疒 臾
10257,U+7611,瘑,疒 冎 口
10258,U+7612,瘒,疒 冖 車
10259,U+7613,瘓,疒 ⺈ &CDP-8BC0; &GT-K00059; 大
10260,U+7614,瘔,疒 艹 十 口
10261,U+7615,瘕,疒 &CDP-8C7A; &CDP-8C79;
10262,U+7616,瘖,疒 音
10263,U+7617,瘗,疒 夹 土
10264,U+7618,瘘,疒 米 女
10265,U+7619,瘙,疒 又 丶 虫
10266,U+761A,瘚,疒 䒑 屮 欠
10267,U+761B,瘛,疒 㓞 心
10268,U+761C,瘜,疒 自 心
10269,U+761D,瘝,疒 ⺫ &CDP-85F8;
10270,U+761E,瘞,疒 夾 土
10271,U+761F,瘟,疒 日 皿
10272,U+7620,瘠,疒 &CDP-88D2; &CDP-8958;
10273,U+7621,瘡,疒 𠆢 丶 &CDP-89CE; 口
10274,U+7622,瘢,疒 舟 几 又
10275,U+7623,瘣,疒 鬼
10276,U+7624,瘤,疒 &CDP-8C69; 田
10277,U+7625,瘥,疒 ⺶ 工
10278,U+7626,瘦,疒 𦥔 又
10279,U+7627,瘧,疒 虍 &CDP-8DC1;
10280,U+7628,瘨,疒 十 &CDP-8BA5; &GT-K00059;
10281,U+7629,瘩,疒 艹 &CDP-8AFC; 口
10282,U+762A,瘪,疒 自 𠆢 㔾
10283,U+762B,瘫,疒 又 隹
10284,U+762C,瘬,疒 弓 長
10285,U+762D,瘭,疒 覀 示
10286,U+762E,瘮,疒 𠫯 彡
10287,U+762F,瘯,疒 &U-i001+3AC3; 矢
10288,U+7630,瘰,疒 田 糸
10289,U+7631,瘱,疒 㤲
10290,U+7632,瘲,疒 彳 &CDP-8BB0;
10291,U+7633,瘳,疒 羽 㐱
10292,U+7634,瘴,疒 立 日 十
10293,U+7635,瘵,疒 &CDP-8C4F; 示
10294,U+7636,瘶,疒 束 欠
10295,U+7637,瘷,疒 束 攵
10296,U+7638,瘸,疒 力 口 肉
10297,U+7639,瘹,疒 金 勹 丶
10298,U+763A,瘺,疒 尸 雨
10299,U+763B,瘻,疒 &CDP-89C5; 女
10300,U+763C,瘼,疒 艹 日 大
10301,U+763D,瘽,疒 廿 &CDP-8A6D;
10302,U+763E,瘾,疒 ⻖ ⺈ &G0-6566; 心
10303,U+763F,瘿,疒 贝 贝 女
10304,U+7640,癀,疒 黄
10305,U+7641,癁,疒 彳 𠂉 日 夂
10306,U+7642,療,疒 𡗜 日 小
10307,U+7643,癃,疒 ⻖ &HD-IA-2D6B;
10308,U+7644,癄,疒 隹 灬
10309,U+7645,癅,疒 &CDP-89B6; 田
10310,U+7646,癆,疒 𤇾 力
10311,U+7647,癇,疒 門 月
10312,U+7648,癈,疒 癶 &CDP-8B7D;
10313,U+7649,癉,疒 口 口 &CDP-8BD9;
10314,U+764A,癊,疒 ⻖ 𠆢 𪜊 二 厶
10315,U+764B,癋,疒 亞 心
10316,U+764C,癌,疒 口 口 口 山
10317,U+764D,癍,疒 𤣩 王 文
10318,U+764E,癎,疒 門 日
10319,U+764F,癏,疒 ⺫ &GT-K04958;
10320,U+7650,癐,疒 &CDP-8AFC; &CDP-8B63;
10321,U+7651,癑,疒 曲 辰
10322,U+7652,癒,疒 &CDP-8AFC; 月 刂 心
10323,U+7653,癓,疒 彳 𡵉 攵
10324,U+7654,癔,疒 音 心
10325,U+7655,癕,疒 亠 &CDP-8DB5;
10326,U+7656,癖,疒 𡰪 辛
10327,U+7657,癗,疒 雨 田
10328,U+7658,癘,疒 艹 禺
10329,U+7659,癙,疒 鼠
10330,U+765A,癚,疒 ⺈ 厂 &CDP-8CC3;
10331,U+765B,癛,疒 㐭 禾
10332,U+765C,癜,疒 𡱒 几 又
10333,U+765D,癝,疒 &AJ1-05916;
10334,U+765E,癞,疒 束 ⺈ 贝
10335,U+765F,癟,疒 自 &CDP-8AFC; 𠕁
10336,U+7660,癠,疒 齊
10337,U+7661,癡,疒 𠤕 &CDP-8CCE;
10338,U+7662,癢,疒 𦍌 𠆢 丶 艮
10339,U+7663,癣,疒 鱼 羊
10340,U+7664,癤,疒 竹 &CDP-8B7C; 卩
10341,U+7665,癥,疒 彳 &CDP-8DB6; 攵
10342,U+7666,癦,疒 &AJ1-03709;
10343,U+7667,癧,疒 厂 禾 禾 止
10344,U+7668,癨,疒 雨 隹
10345,U+7669,癩,疒 束 &HD-IB-2923;
10346,U+766A,癪,疒 禾 龶 貝
10347,U+766B,癫,疒 十 &CDP-8BA5; &GT-K00059; 页
10348,U+766C,癬,疒 魚 羊
10349,U+766D,癭,疒 貝 貝 女
10350,U+766E,癮,疒 ⻖ &C4-4343;
10351,U+766F,癯,疒 䀠 隹
10352,U+7670,癰,疒 巛 邑 隹
10353,U+7671,癱,疒 &CDP-8BD3; 隹
10354,U+7672,癲,疒 十 &CDP-8BA5; &GT-K00059; 頁
10355,U+7673,癳,疒 田 田 田 糸
10356,U+7674,癴,疒 䜌 手
10357,U+7675,癵,疒 䜌 肉
10358,U+7676,癶,癶
10359,U+7677,癷,癶 干
10360,U+7678,癸,癶 一 大
10361,U+7679,癹,癶 几 又
10362,U+767A,発,癶 &CDP-89FD;
10363,U+767B,登,癶 豆
10364,U+767C,發,癶 &CDP-8B7D;
10365,U+767D,白,白
10366,U+767E,百,一 白
10367,U+767F,癿,白 乚
10368,U+7680,皀,白 匕
10369,U+7681,皁,白 十
10370,U+7682,皂,白 七
10371,U+7683,皃,白 儿
10372,U+7684,的,白 勹 丶
10373,U+7685,皅,白 巴
10374,U+7686,皆,比 白
10375,U+7687,皇,白 王
10376,U+7688,皈,白 𠂆 又
10377,U+7689,皉,白 止 匕
10378,U+768A,皊,白 𠆢 丶 龴
10379,U+768B,皋,白 大 十
10380,U+768C,皌,白 末
10381,U+768D,皍,白 &CDP-895F; 卩
10382,U+768E,皎,白 亠 父
10383,U+768F,皏,白 丶 丿 一 廾
10384,U+7690,皐,白 𠦂
10385,U+7691,皑,白 山 己
10386,U+7692,皒,白 我
10387,U+7693,皓,白 ⺧ 口
10388,U+7694,皔,白 日 干
10389,U+7695,皕,一 白 一 白
10390,U+7696,皖,白 宀 一 兀
10391,U+7697,皗,白 ⺆ 𠮷
10392,U+7698,皘,白 青
10393,U+7699,皙,木 斤 白
10394,U+769A,皚,白 山 豆
10395,U+769B,皛,白 白 白
10396,U+769C,皜,白 亠 口 冂 口
10397,U+769D,皝,白 王 ⺌ 一 儿
10398,U+769E,皞,白 白 大 十
10399,U+769F,皟,白 龶 貝
10400,U+76A0,皠,白 山 隹
10401,U+76A1,皡,白 白 𠦂
10402,U+76A2,皢,白 土 土 土 兀
10403,U+76A3,皣,白 艹 &CDP-8BF8;
10404,U+76A4,皤,白 釆 田
10405,U+76A5,皥,白 自 𠦂
10406,U+76A6,皦,白 &CDP-8CE0; 攵
10407,U+76A7,皧,白 &CDP-8BB8; 心 夂
10408,U+76A8,皨,白 白 白 土
10409,U+76A9,皩,白 王 日 ⺌ 一 儿
10410,U+76AA,皪,白 &CDP-8BF4; 木
10411,U+76AB,皫,白 鹿 灬
10412,U+76AC,皬,白 雨 隹
10413,U+76AD,皭,白 爫 ⺫ &C6-2A69;
10414,U+76AE,皮,皮
10415,U+76AF,皯,皮 干
10416,U+76B0,皰,皮 勹 巳
10417,U+76B1,皱,⺈ &G0-6566; 皮
10418,U+76B2,皲,冖 车 皮
10419,U+76B3,皳,求 皮
10420,U+76B4,皴,土 &GT-K00059; 夂 皮
10421,U+76B5,皵,龷 日 皮
10422,U+76B6,皶,木 日 一 皮
10423,U+76B7,皷,十 豆 皮
10424,U+76B8,皸,冖 車 皮
10425,U+76B9,皹,皮 冖 車
10426,U+76BA,皺,&CDP-8D65; &CDP-8D65; 皮
10427,U+76BB,皻,虍 且 皮
10428,U+76BC,皼,士 冖 豆 皮
10429,U+76BD,皽,㐭 日 一 皮
10430,U+76BE,皾,士 ⺫ 貝 皮
10431,U+76BF,皿,皿
10432,U+76C0,盀,卜 皿
10433,U+76C1,盁,乃 皿
10434,U+76C2,盂,于 皿
10435,U+76C3,盃,不 皿
10436,U+76C4,盄,弔 皿
10437,U+76C5,盅,中 皿
10438,U+76C6,盆,八 刀 皿
10439,U+76C7,盇,大 丶 皿
10440,U+76C8,盈,乃 又 皿
10441,U+76C9,盉,禾 皿
10442,U+76CA,益,&CDP-8CF0; 皿
10443,U+76CB,盋,犮 皿
10444,U+76CC,盌,夕 㔾 皿
10445,U+76CD,盍,土 厶 皿
10446,U+76CE,盎,央 皿
10447,U+76CF,盏,戋 皿
10448,U+76D0,盐,土 卜 皿
10449,U+76D1,监,&U-i003+76D1; 皿
10450,U+76D2,盒,&CDP-8AFC; 口 皿
10451,U+76D3,盓,氵 于 皿
10452,U+76D4,盔,𠂇 火 皿
10453,U+76D5,盕,氵 几 丶 皿
10454,U+76D6,盖,𦍌 皿
10455,U+76D7,盗,冫 欠 皿
10456,U+76D8,盘,舟 皿
10457,U+76D9,盙,甫 皿
10458,U+76DA,盚,求 皿
10459,U+76DB,盛,戊 𠃌 皿
10460,U+76DC,盜,㳄 皿
10461,U+76DD,盝,彐 ⺢ 皿
10462,U+76DE,盞,戈 戈 皿
10463,U+76DF,盟,日 月 皿
10464,U+76E0,盠,彑 𧰨 皿
10465,U+76E1,盡,&CDP-8CA5; 皿
10466,U+76E2,盢,田 犬 皿
10467,U+76E3,監,&CDP-8CC9; 皿
10468,U+76E4,盤,舟 几 又 皿
10469,U+76E5,盥,&CDP-8B56; 水 皿
10470,U+76E6,盦,𠆢 𪜊 酉 皿
10471,U+76E7,盧,虍 &CDP-8CF4;
10472,U+76E8,盨,彡 頁 皿
10473,U+76E9,盩,土 𢆉 攵 皿
10474,U+76EA,盪,氵 日 一 勹 &CDP-89A6; 皿
10475,U+76EB,盫,𨠭 皿
10476,U+76EC,盬,臣 𠂉 十 口 皿
10477,U+76ED,盭,𢿐 皿
10478,U+76EE,目,目
10479,U+76EF,盯,目 丁
10480,U+76F0,盰,目 干
10481,U+76F1,盱,目 于
10482,U+76F2,盲,亡 目
10483,U+76F3,盳,目 亡
10484,U+76F4,直,十 &CDP-8BA5;
10485,U+76F5,盵,目 𠂉 乙
10486,U+76F6,盶,目 一 兀
10487,U+76F7,盷,目 勹 冫
10488,U+76F8,相,木 目
10489,U+76F9,盹,目 屯
10490,U+76FA,盺,目 斤
10491,U+76FB,盻,目 八 丂
10492,U+76FC,盼,目 八 刀
10493,U+76FD,盽,目 丰
10494,U+76FE,盾,𠂆 𥃭
10495,U+76FF,盿,目 文
10496,U+7700,眀,目 月
10497,U+7701,省,小 丿 目
10498,U+7702,眂,目 氏
10499,U+7703,眃,目 二 厶
10500,U+7704,眄,目 丏
10501,U+7705,眅,目 𠂆 又
10502,U+7706,眆,目 方
10503,U+7707,眇,目 小 丿
10504,U+7708,眈,目 冘
10505,U+7709,眉,𠃜 目
10506,U+770A,眊,目 毛
10507,U+770B,看,龵 目
10508,U+770C,県,𠃊 目 &CDP-8665;
10509,U+770D,眍,目 匚 㐅
10510,U+770E,眎,目 示
10511,U+770F,眏,目 央
10512,U+7710,眐,目 一 止
10513,U+7711,眑,目 幺 力
10514,U+7712,眒,目 申
10515,U+7713,眓,目 戉
10516,U+7714,眔,⺫ &CDP-8C41;
10517,U+7715,眕,目 㐱
10518,U+7716,眖,目 口 儿
10519,U+7717,眗,目 勹 口
10520,U+7718,眘,𡗜 目
10521,U+7719,眙,目 厶 口
10522,U+771A,眚,生 目
10523,U+771B,眛,目 未
10524,U+771C,眜,目 末
10525,U+771D,眝,目 宀 丁
10526,U+771E,眞,匕 目 𠃊 &GT-K00059;
10527,U+771F,真,十 &CDP-8BA5; &GT-K00059;
10528,U+7720,眠,目 民
10529,U+7721,眡,目 氏 丶
10530,U+7722,眢,夕 㔾 目
10531,U+7723,眣,目 丿 夫
10532,U+7724,眤,目 尸 匕
10533,U+7725,眥,止 匕 目
10534,U+7726,眦,目 止 匕
10535,U+7727,眧,目 刀 口
10536,U+7728,眨,目 丿 之
10537,U+7729,眩,目 玄
10538,U+772A,眪,目 一 内
10539,U+772B,眫,目 半
10540,U+772C,眬,目 龙
10541,U+772D,眭,目 土 土
10542,U+772E,眮,目 𠔼 口
10543,U+772F,眯,目 米
10544,U+7730,眰,目 &I-GT-03877; 土
10545,U+7731,眱,目 夷
10546,U+7732,眲,目 耳
10547,U+7733,眳,目 夕 口
10548,U+7734,眴,目 勹 日
10549,U+7735,眵,目 夕 夕
10550,U+7736,眶,目 匚 王
10551,U+7737,眷,龹 目
10552,U+7738,眸,目 厶 牛
10553,U+7739,眹,目 丶 丿 一 大
10554,U+773A,眺,目 兆
10555,U+773B,眻,目 羊
10556,U+773C,眼,目 艮
10557,U+773D,眽,目 𠂢
10558,U+773E,眾,⺫ &CDP-8C76;
10559,U+773F,眿,目 永
10560,U+7740,着,⺶ 目
10561,U+7741,睁,目 ⺈ &CDP-8BFE;
10562,U+7742,睂,&JSP-4E70; 目
10563,U+7743,睃,目 厶 &GT-K00059; 夂
10564,U+7744,睄,目 ⺌ &CDP-8958;
10565,U+7745,睅,目 日 干
10566,U+7746,睆,目 宀 一 兀
10567,U+7747,睇,目 丿 丶 丿 弔
10568,U+7748,睈,目 口 王
10569,U+7749,睉,目 土 人 人
10570,U+774A,睊,目 口 &CDP-8958;
10571,U+774B,睋,目 我
10572,U+774C,睌,目 ⺈ &CDP-8BCB;
10573,U+774D,睍,目 見
10574,U+774E,睎,目 㐅 𠂇 巾
10575,U+774F,睏,目 囗 木
10576,U+7750,睐,目 来
10577,U+7751,睑,目 &CDP-8AFC; 𭕄 一
10578,U+7752,睒,目 火 火
10579,U+7753,睓,目 &CDP-89E0; &GT-K00059;
10580,U+7754,睔,目 &CDP-8AFC; 𠕁
10581,U+7755,睕,目 宀 夕 㔾
10582,U+7756,睖,目 土 &GT-K00059; 夂
10583,U+7757,睗,目 日 勹 &CDP-89A6;
10584,U+7758,睘,⺫ &GT-K04958;
10585,U+7759,睙,目 户 犬
10586,U+775A,睚,目 厂 土 土
10587,U+775B,睛,目 青
10588,U+775C,睜,目 爫 &CDP-8BFE;
10589,U+775D,睝,𥝢 目
10590,U+775E,睞,目 來
10591,U+775F,睟,目 𠅃 十
10592,U+7760,睠,目 龹 㔾
10593,U+7761,睡,目 垂
10594,U+7762,睢,目 隹
10595,U+7763,督,上 小 又 目
10596,U+7764,睤,目 田 丌
10597,U+7765,睥,目 &CDP-89BE; 十
10598,U+7766,睦,目 土 儿 土
10599,U+7767,睧,目 氏 日
10600,U+7768,睨,目 臼 儿
10601,U+7769,睩,目 彐 ⺢
10602,U+776A,睪,⺫ 土 𢆉
10603,U+776B,睫,目 疌
10604,U+776C,睬,目 爫 木
10605,U+776D,睭,目 ⺆ 𠮷
10606,U+776E,睮,目 &CDP-8AFC; 月 刂
10607,U+776F,睯,民 攵 目
10608,U+7770,睰,目 艹 𠂇 口
10609,U+7771,睱,目 &CDP-8C7A; &CDP-8C79;
10610,U+7772,睲,目 日 生
10611,U+7773,睳,目 大 土 土
10612,U+7774,睴,目 冖 車
10613,U+7775,睵,目 𢦏 口
10614,U+7776,睶,目 &CDP-8BE9; 日
10615,U+7777,睷,目 廴 聿
10616,U+7778,睸,目 𠃜 目
10617,U+7779,睹,目 耂 日
10618,U+777A,睺,目 亻 &CDP-8BC7;
10619,U+777B,睻,目 宀 一 日 一
10620,U+777C,睼,目 日 𤴓
10621,U+777D,睽,目 癶 一 大
10622,U+777E,睾,丿 ⺫ 土 𢆉
10623,U+777F,睿,&GT-K01554; &GT-K00859; 目
10624,U+7780,瞀,矛 攵 目
10625,U+7781,瞁,目 目 犬
10626,U+7782,瞂,𠂆 𥃭 犮
10627,U+7783,瞃,目 𠂆 𥃭
10628,U+7784,瞄,目 艹 田
10629,U+7785,瞅,目 禾 火
10630,U+7786,瞆,目 𠀐 贝
10631,U+7787,瞇,目 辶 米
10632,U+7788,瞈,目 八 厶 羽
10633,U+7789,瞉,𣪊 目
10634,U+778A,瞊,目 广 &CDP-8CC1;
10635,U+778B,瞋,目 十 &CDP-8BA5; &GT-K00059;
10636,U+778C,瞌,目 土 厶 皿
10637,U+778D,瞍,目 𦥔 又
10638,U+778E,瞎,目 宀 &C1-4464; 口
10639,U+778F,瞏,⺫ 𠮷 &CDP-8B67;
10640,U+7790,瞐,目 䀠
10641,U+7791,瞑,目 冖 日 亠 &GT-K00059;
10642,U+7792,瞒,目 𬜯
10643,U+7793,瞓,目 言 川
10644,U+7794,瞔,目 龶 貝
10645,U+7795,瞕,目 立 日 十
10646,U+7796,瞖,匚 矢 几 又 目
10647,U+7797,瞗,目 鳥
10648,U+7798,瞘,目 匚 口 口 口
10649,U+7799,瞙,目 艹 日 大
10650,U+779A,瞚,目 宀 &CDP-8CE6;
10651,U+779B,瞛,目 彳 &CDP-8BB0;
10652,U+779C,瞜,目 &CDP-89C5; 女
10653,U+779D,瞝,目 㐫 禸
10654,U+779E,瞞,目 㒼
10655,U+779F,瞟,目 覀 示
10656,U+77A0,瞠,目 &GT-K05014; 土
10657,U+77A1,瞡,目 夫 見
10658,U+77A2,瞢,&CDP-8D60; 目
10659,U+77A3,瞣,目 串 心
10660,U+77A4,瞤,目 門 王
10661,U+77A5,瞥,㡀 攵 目
10662,U+77A6,瞦,目 十 豆 口
10663,U+77A7,瞧,目 隹 灬
10664,U+77A8,瞨,目 业 䒑 夫
10665,U+77A9,瞩,目 尸 禹
10666,U+77AA,瞪,目 癶 豆
10667,U+77AB,瞫,目 覀 日 十
10668,U+77AC,瞬,目 &CDP-8BB8; 舛
10669,U+77AD,瞭,目 𡗜 日 小
10670,U+77AE,瞮,目 亠 厶 &CDP-8958; 攵
10671,U+77AF,瞯,目 門 月
10672,U+77B0,瞰,目 &CDP-8C5B; 攵
10673,U+77B1,瞱,目 艹 &CDP-8BF8;
10674,U+77B2,瞲,目 矛 &CDP-8C58; 口
10675,U+77B3,瞳,目 立 田 土
10676,U+77B4,瞴,目 &CDP-8BBE; 灬
10677,U+77B5,瞵,目 米 舛
10678,U+77B6,瞶,目 𠀐 貝
10679,U+77B7,瞷,目 門 日
10680,U+77B8,瞸,目 艹 世 木
10681,U+77B9,瞹,目 &CDP-8BB8; 心 夂
10682,U+77BA,瞺,目 &CDP-8AFC; &CDP-8B63;
10683,U+77BB,瞻,目 ⺈ 厂 &CDP-8CC3;
10684,U+77BC,瞼,目 &CDP-8AFC; 口 口 人 人
10685,U+77BD,瞽,十 豆 十 又 目
10686,U+77BE,瞾,䀠 穴 工
10687,U+77BF,瞿,䀠 隹
10688,U+77C0,矀,目 彳 𡵉 攵
10689,U+77C1,矁,目 禾 火 心
10690,U+77C2,矂,目 口 口 口 木
10691,U+77C3,矃,目 𫲽 皿 丁
10692,U+77C4,矄,目 熏
10693,U+77C5,矅,目 羽 隹
10694,U+77C6,矆,目 艹 隹 又
10695,U+77C7,矇,目 艹 冖 一 豕
10696,U+77C8,矈,目 白 穴 方
10697,U+77C9,矉,目 &CDP-8D74; 貝
10698,U+77CA,矊,目 糸 白 巾
10699,U+77CB,矋,目 厂 艹 禺
10700,U+77CC,矌,目 广 黃
10701,U+77CD,矍,䀠 隹 又
10702,U+77CE,矎,目 &CDP-8CAF; &CDP-88FD;
10703,U+77CF,矏,目 自 穴 方
10704,U+77D0,矐,目 雨 隹
10705,U+77D1,矑,目 虍 &CDP-8CF4;
10706,U+77D2,矒,目 &CDP-8D60; 目
10707,U+77D3,矓,目 龍
10708,U+77D4,矔,目 艹 &C5-4A7B;
10709,U+77D5,矕,䜌 目
10710,U+77D6,矖,目 &GT-00145; 鹿
10711,U+77D7,矗,十 &CDP-8BA5; 十 &CDP-8BA5; 十 &CDP-8BA5;
10712,U+77D8,矘,目 &GT-K05014; 黑
10713,U+77D9,矙,目 門 &CDP-8C5B; 攵
10714,U+77DA,矚,目 㞑 ⺫ &CDP-8C4A;
10715,U+77DB,矛,矛
10716,U+77DC,矜,矛 𠆢 𪜊
10717,U+77DD,矝,矛 𠆢 丶 龴
10718,U+77DE,矞,矛 &CDP-8C58; 口
10719,U+77DF,矟,矛 ⺌ &CDP-8958;
10720,U+77E0,矠,矛 龷 日
10721,U+77E1,矡,矛 䀠 隹 又
10722,U+77E2,矢,矢
10723,U+77E3,矣,厶 矢
10724,U+77E4,矤,弓 矢
10725,U+77E5,知,矢 口
10726,U+77E6,矦,⺈ 厂 矢
10727,U+77E7,矧,矢 弓 丨
10728,U+77E8,矨,矢 丿 大
10729,U+77E9,矩,矢 巨
10730,U+77EA,矪,矢 舟
10731,U+77EB,矫,矢 丿 大 &CDP-89AB;
10732,U+77EC,矬,矢 土 人 人
10733,U+77ED,短,矢 豆
10734,U+77EE,矮,矢 禾 女
10735,U+77EF,矯,矢 丿 大 口 冂 口
10736,U+77F0,矰,矢 丶 丿 &CDP-8B63;
10737,U+77F1,矱,矢 艹 隹 又
10738,U+77F2,矲,矢 ⺲ 䏍 匕 匕
10739,U+77F3,石,石
10740,U+77F4,矴,石 丁
10741,U+77F5,矵,石 刂
10742,U+77F6,矶,石 几
10743,U+77F7,矷,石 子
10744,U+77F8,矸,石 干
10745,U+77F9,矹,石 兀
10746,U+77FA,矺,石 丿 七
10747,U+77FB,矻,石 𠂉 乙
10748,U+77FC,矼,石 工
10749,U+77FD,矽,石 夕
10750,U+77FE,矾,石 几 丶
10751,U+77FF,矿,石 广
10752,U+7800,砀,石 𠃓
10753,U+7801,码,石 马
10754,U+7802,砂,石 小 丿
10755,U+7803,砃,石 丹
10756,U+7804,砄,石 夬
10757,U+7805,砅,石 水
10758,U+7806,砆,石 夫
10759,U+7807,砇,石 文
10760,U+7808,砈,石 厂 㔾
10761,U+7809,砉,丰 石
10762,U+780A,砊,石 亠 几
10763,U+780B,砋,石 止
10764,U+780C,砌,石 七 刀
10765,U+780D,砍,石 欠
10766,U+780E,砎,石 𠆢 &CDP-89AB;
10767,U+780F,砏,石 八 刀
10768,U+7810,砐,石 及
10769,U+7811,砑,石 牙
10770,U+7812,砒,石 比
10771,U+7813,砓,石 几 又
10772,U+7814,研,石 一 廾
10773,U+7815,砕,石 九 十
10774,U+7816,砖,石 专
10775,U+7817,砗,石 车
10776,U+7818,砘,石 屯
10777,U+7819,砙,石 瓦
10778,U+781A,砚,石 见
10779,U+781B,砛,石 𠆢 𪜊
10780,U+781C,砜,石 风
10781,U+781D,砝,石 土 厶
10782,U+781E,砞,石 末
10783,U+781F,砟,石 乍
10784,U+7820,砠,石 且
10785,U+7821,砡,石 玉
10786,U+7822,砢,石 &CDP-8974; 口
10787,U+7823,砣,石 宀 匕
10788,U+7824,砤,石 㐌
10789,U+7825,砥,石 氏 丶
10790,U+7826,砦,止 匕 石
10791,U+7827,砧,石 ⺊ 囗
10792,U+7828,砨,石 户 乙
10793,U+7829,砩,石 弗
10794,U+782A,砪,石 母
10795,U+782B,砫,石 丶 王
10796,U+782C,砬,石 立
10797,U+782D,砭,石 丿 之
10798,U+782E,砮,女 又 石
10799,U+782F,砯,石 &CDP-8AEF;
10800,U+7830,砰,石 平
10801,U+7831,砱,石 𠆢 丶 龴
10802,U+7832,砲,石 勹 巳
10803,U+7833,砳,石 石
10804,U+7834,破,石 皮
10805,U+7835,砵,石 本
10806,U+7836,砶,石 白
10807,U+7837,砷,石 申
10808,U+7838,砸,石 匚 巾
10809,U+7839,砹,石 艹 乂
10810,U+783A,砺,石 厂 力
